cue_id	mission	phase	speaker	direction	line
M34_SCENE_OUTRO_02_GUESS	M34	outro	GUESS	Reflective; allow the response to land	Chianski convoy has a technical we can use. We get it because this rescue has to have a way home.
M35_SCENE_INTRO_01_ICE	M35	intro	ICE	Briefing; intent before tactics	The convoy carries our anti-air cover for Paleto. Disable the escort without destroying what we came to take.
M35_SCENE_INTRO_02_GUESS	M35	intro	GUESS	Briefing; intent before tactics	And if the gun truck burns, we change the extraction. We don't pretend a missing piece will appear under fire.
M35_SCENE_OUTRO_01_GOHAN	M35	outro	GOHAN	Reflective; allow the response to land	Surface cover acquired. I'll survey the rig underwater. Ramos can explain a system; I still have to see the approach.
M35_SCENE_OUTRO_02_ICE	M35	outro	ICE	Reflective; allow the response to land	Send us the footage too. This time the risk assessment belongs to everybody.
M36_SCENE_INTRO_01_GOHAN	M36	intro	GOHAN	Briefing; intent before tactics	Ramos's codes get us access, not a clear sea. I'm mapping the sonar and depth-charge tubes before we commit.
M36_SCENE_INTRO_02_GUESS	M36	intro	GUESS	Briefing; intent before tactics	Call what worries you while you're looking at it. Don't save the bad news for the finished diagram.
M36_SCENE_OUTRO_01_GOHAN	M36	outro	GOHAN	Reflective; allow the response to land	We need a screen over the surface approach and charges below it. Start with smoke aircraft at McKenzie.
M36_SCENE_OUTRO_02_ICE	M36	outro	ICE	Reflective; allow the response to land	You came back with reasons to wait. That's a successful recon. We build what the plan actually needs.
M37_SCENE_INTRO_01_GUESS	M37	intro	GUESS	Briefing; intent before tactics	The crop dusters lay smoke across the rig approach. They won't make us invisible; they shorten the gunners' view.
M37_SCENE_INTRO_02_ICE	M37	intro	ICE	Briefing; intent before tactics	Mark the gaps too. I want the extraction route to make sense when the wind doesn't cooperate.
M37_SCENE_OUTRO_01_GUESS	M37	outro	GUESS	Reflective; allow the response to land	Aircraft fitted. The screen gives Gohan a chance to place charges, if we can get the right explosives.
M37_SCENE_OUTRO_02_GOHAN	M37	outro	GOHAN	Reflective; allow the response to land	Davis Quartz has seismic stock. We take enough for the surveyed columns, not enough to impress each other.
M38_SCENE_INTRO_01_ICE	M38	intro	ICE	Briefing; intent before tactics	The quarry charges fit the rig's stabilizers. Gohan measured the placement. We take the crates he specified.
M38_SCENE_INTRO_02_GOHAN	M38	intro	GOHAN	Briefing; intent before tactics	And we confirm everybody is clear before detonation. I'm not calling people acceptable losses because a drawing looks neat.
M38_SCENE_OUTRO_01_GUESS	M38	outro	GUESS	Reflective; allow the response to land	Charges secured. We still have to stop the rig calling the mainland the second it feels a tremor.
M38_SCENE_OUTRO_02_GOHAN	M38	outro	GOHAN	Reflective; allow the response to land	Its undersea cable is next. One system at a time, with a reason for each one.
M39_SCENE_INTRO_01_GOHAN	M39	intro	GOHAN	Briefing; intent before tactics	This cable carries the rig's mainland traffic. Sever it and their response has to use a slower, noisier channel.
M39_SCENE_INTRO_02_ICE	M39	intro	ICE	Briefing; intent before tactics	You keep a return line to us. Cutting their contact doesn't mean cutting yours.
M39_SCENE_OUTRO_01_GOHAN	M39	outro	GOHAN	Reflective; allow the response to land	Mainland link severed. I can do the underwater work. I still need to know the boats can take us off that platform.
M39_SCENE_OUTRO_02_GUESS	M39	outro	GUESS	Reflective; allow the response to land	Bring your drawings to the sea cave. We'll put the armor where your exit actually reaches the water.
M40_SCENE_INTRO_01_GUESS	M40	intro	GUESS	Briefing; intent before tactics	These boats are the last part we touch after the rig. Plates, glass, engines. Test them loaded, not empty.
M40_SCENE_INTRO_02_ICE	M40	intro	ICE	Briefing; intent before tactics	Put my ammunition on the scale. If I ask for armor and speed, I have to admit what my gear costs.
M40_SCENE_OUTRO_01_GOHAN	M40	outro	GOHAN	Reflective; allow the response to land	Boats are ready. Bradley can still authorize mainland air strikes. We need his authority and his access card removed.
M40_SCENE_OUTRO_02_ICE	M40	outro	ICE	Reflective; allow the response to land	I'll go to the lodge. You'll get the route and the return time before I leave.
M41_SCENE_INTRO_01_ICE	M41	intro	ICE	Briefing; intent before tactics	Bradley controls military support for the rig. His card opens the command level. Both are reasons this cannot wait.
M41_SCENE_INTRO_02_GUESS	M41	intro	GUESS	Briefing; intent before tactics	Then come back when the job is finished. You don't owe us another mountain full of bodies to prove you're useful.
M41_SCENE_OUTRO_01_ICE	M41	outro	ICE	Reflective; allow the response to land	Bradley can't authorize the strike. Gohan gets the card. I'm coming back with what we agreed to take.
M41_SCENE_OUTRO_02_GOHAN	M41	outro	GOHAN	Reflective; allow the response to land	We deploy the sub next. Thanks for saying you're coming back instead of just going silent.
M42_SCENE_INTRO_01_GUESS	M42	intro	GUESS	Briefing; intent before tactics	The Titan gets the Kraken beyond the watched coast. Gohan, talk through each latch before I open the cargo ramp.
M42_SCENE_INTRO_02_GOHAN	M42	intro	GOHAN	Briefing; intent before tactics	I'm trusting you with the part I can't check from inside the hull. If I'm quiet, it's concentration, not permission.
M42_SCENE_OUTRO_01_GUESS	M42	outro	GUESS	Reflective; allow the response to land	Sub deployed. That one had my nerves up. Nobody put that in the flight log.
M42_SCENE_OUTRO_02_ICE	M42	outro	ICE	Reflective; allow the response to land	Put it in. Then somebody reading the plan knows what it asks of a person. We regroup at staging.
M43_SCENE_INTRO_01_ICE	M43	intro	ICE	Briefing; intent before tactics	Sub below, gunboats on the surface, helicopter on extraction. Confirm all three before anybody crosses the perimeter.
M43_SCENE_INTRO_02_GOHAN	M43	intro	GOHAN	Briefing; intent before tactics	Ramos gave us codes because we brought him out alive. We keep proving that was the right decision.
M43_SCENE_OUTRO_01_GUESS	M43	outro	GUESS	Reflective; allow the response to land	Final check: the exit stays open even if the vault doesn't. We came north as three people. We leave with three.
M43_SCENE_OUTRO_02_ICE	M43	outro	ICE	Reflective; allow the response to land	Agreed. Gohan starts beneath the platform. The rest of us move on his call.
M44_SCENE_INTRO_01_GOHAN	M44	intro	GOHAN	Briefing; intent before tactics	I'm approaching the stabilizers. I disable the sea defenses before Ice lands. Nobody jumps ahead because I'm underwater.
M44_SCENE_INTRO_02_ICE	M44	intro	ICE	Briefing; intent before tactics	Your clock. Your call. I'll wait where Guess can still pull away.
M44_SCENE_OUTRO_01_GOHAN	M44	outro	GOHAN	Reflective; allow the response to land	Charges placed, sea defenses disabled. Keep the structure standing until everyone has a route off it.
M44_SCENE_OUTRO_02_GUESS	M44	outro	GUESS	Reflective; allow the response to land	Now I bring Ice to the helipad. Hold a channel open. We finally learned to wait for each other.
M45_SCENE_INTRO_01_GUESS	M45	intro	GUESS	Briefing; intent before tactics	Sea defenses are down, but the helipad guns still see us. Ice, you get one landing. Say if it isn't yours.
M45_SCENE_INTRO_02_ICE	M45	intro	ICE	Briefing; intent before tactics	Bring me inside the rail. I'll clear the route to Gohan. No hero jump to save five seconds.
M45_SCENE_OUTRO_01_ICE	M45	outro	ICE	Reflective; allow the response to land	Helipad's secure. Gohan, I need Bradley's card up here. Guess, how's our bird?
M45_SCENE_OUTRO_02_GOHAN	M45	outro	GOHAN	Reflective; allow the response to land	I'm on my way. When this door opens, we copy the evidence before we count the bonds.
M46_SCENE_INTRO_01_GOHAN	M46	intro	GOHAN	Briefing; intent before tactics	The command vault has the political escrow ledger. Bradley's card gets us in. The files explain who paid for all this.
M46_SCENE_INTRO_02_ICE	M46	intro	ICE	Briefing; intent before tactics	Take a copy we can prove is theirs. Mateo's word started us moving. It won't finish the fight.
M46_SCENE_OUTRO_01_GOHAN	M46	outro	GOHAN	Reflective; allow the response to land	Five hundred million in bonds, separate from the port gold. The ledger names officials. That's what makes them afraid.
M46_SCENE_OUTRO_02_GUESS	M46	outro	GUESS	Reflective; allow the response to land	Carry the evidence and whatever weight leaves room for a person. We have to get off this rig before we spend anything.
M47_SCENE_INTRO_01_GOHAN	M47	intro	GOHAN	Briefing; intent before tactics	The charges are live. Once I trigger them, the platform stops being a place we can search. Confirm your exit.
M47_SCENE_INTRO_02_GUESS	M47	intro	GUESS	Briefing; intent before tactics	Confirmed. Ice, answer in words. I can't hear a nod through a radio.
M47_SCENE_OUTRO_01_ICE	M47	outro	ICE	Reflective; allow the response to land	All three clear. We have the ledger. Now we cross the blockade before Aegis seals the coast.
M47_SCENE_OUTRO_02_GOHAN	M47	outro	GOHAN	Reflective; allow the response to land	We're taking proof back south, not just bringing the same war to another hiding place.
M48_SCENE_INTRO_01_GUESS	M48	intro	GUESS	Briefing; intent before tactics	The boats brought us ashore. The technicals take us through the outer blockade. Save fuel for the county line.
M48_SCENE_INTRO_02_ICE	M48	intro	ICE	Briefing; intent before tactics	We go back because their political ledger gives us a chance to end the contract. I won't call revenge a route home.
M48_SCENE_OUTRO_01_GOHAN	M48	outro	GOHAN	Reflective; allow the response to land	Outer cordon cleared. Chumash is a second line, not an open road. Aegis knows where the coast narrows.
M48_SCENE_OUTRO_02_GUESS	M48	outro	GUESS	Reflective; allow the response to land	Then nobody celebrates early. Get the turbine Granger ready for the next crossing.
M49_SCENE_INTRO_01_GUESS	M49	intro	GUESS	Briefing; intent before tactics	Chumash is the county-line barricade. This is where the Granger we built together has to earn its way back into town.
M49_SCENE_INTRO_02_ICE	M49	intro	ICE	Briefing; intent before tactics	And if it doesn't, we leave it. Cypress taught me a place can matter without being worth more than a person.
M49_SCENE_OUTRO_01_GOHAN	M49	outro	GOHAN	Reflective; allow the response to land	We're inside Los Santos. Emergency warrants still make every patrol a threat. Municipal records is the next stop.
M49_SCENE_OUTRO_02_GUESS	M49	outro	GUESS	Reflective; allow the response to land	I'll drive past Davis when we can do it without bringing a gunship behind us. I want to see what's still there.
M50_SCENE_INTRO_01_GOHAN	M50	intro	GOHAN	Briefing; intent before tactics	The city is distributing emergency warrants with our faces. I can stop the municipal feed. Existing patrol copies won't vanish.
M50_SCENE_INTRO_02_ICE	M50	intro	ICE	Briefing; intent before tactics	Then we plan for people who still recognize us. I won't mistake a cleared screen for forgiveness.
M50_SCENE_OUTRO_01_GUESS	M50	outro	GUESS	Reflective; allow the response to land	Less coordination on the streets. Now we prepare Downtown before their contractors settle into another siege.
M50_SCENE_OUTRO_02_GOHAN	M50	outro	GOHAN	Reflective; allow the response to land	Palmer-Taylor's grid feeds the approach. We place the blackout charges and control when that darkness starts.
M51_SCENE_INTRO_01_GOHAN	M51	intro	GOHAN	Briefing; intent before tactics	The transformer yard gives us a timed blackout for the downtown offensive. We need the failovers too, or it lasts seconds.
M51_SCENE_INTRO_02_GUESS	M51	intro	GUESS	Briefing; intent before tactics	People live under those lights. Keep the outage to the plan. I'm not celebrating a dark hospital.
M51_SCENE_OUTRO_01_ICE	M51	outro	ICE	Reflective; allow the response to land	Charges ready. Harrison signed the authority that keeps Aegis operating. We remove him before the tower assault.
M51_SCENE_OUTRO_02_GOHAN	M51	outro	GOHAN	Reflective; allow the response to land	Killing a signature doesn't cancel the paperwork. Keep the ledger intact. The public has to see what he approved.
M52_SCENE_INTRO_01_ICE	M52	intro	ICE	Briefing; intent before tactics	Harrison gave Aegis immunity. His protection keeps the contract alive. This closes one route they use to renew it.
M52_SCENE_INTRO_02_GUESS	M52	intro	GUESS	Briefing; intent before tactics	You can call it necessary. Don't call it justice for everybody in this city. We haven't earned that word.
M52_SCENE_OUTRO_01_GOHAN	M52	outro	GOHAN	Reflective; allow the response to land	Harrison is gone. Their sweep teams are moving below Pillbox. Clear the tunnels before they cut our route to Downtown.
M52_SCENE_OUTRO_02_ICE	M52	outro	ICE	Reflective; allow the response to land	And if either of you has something personal left to settle, say it. Secrets make a lousy fourth passenger.
M53_SCENE_INTRO_01_GOHAN	M53	intro	GOHAN	Briefing; intent before tactics	Aegis is sweeping the subway approaches. If they hold these tunnels, our tower plan has no sheltered way in or out.
M53_SCENE_INTRO_02_ICE	M53	intro	ICE	Briefing; intent before tactics	When I ask if you're hurt, I want the real answer. Not the automatic one.
M53_SCENE_OUTRO_01_GUESS	M53	outro	GUESS	Reflective; allow the response to land	Routes open. We need an observation point above this mess before we split across three buildings.
M53_SCENE_OUTRO_02_GOHAN	M53	outro	GOHAN	Reflective; allow the response to land	The foreclosed Pillbox penthouse has sightlines and a transmitter. Temporary operations room. No promises about home.
M54_SCENE_INTRO_01_ICE	M54	intro	ICE	Briefing; intent before tactics	The penthouse overlooks Maze Bank. We use it to watch the target and coordinate the escrow breach, then we leave.
M54_SCENE_INTRO_02_GUESS	M54	intro	GUESS	Briefing; intent before tactics	Don't put three keys on the table this time. I know what this place is. We can talk about a home afterward.
M54_SCENE_OUTRO_01_GOHAN	M54	outro	GOHAN	Reflective; allow the response to land	The transmitter is up. Three escrow terminals need overlapping access windows. Each of us will hold one.
M54_SCENE_OUTRO_02_ICE	M54	outro	ICE	Reflective; allow the response to land	Then each of us gets to call a delay. Trust has to work when I can't see either of you.
M55_SCENE_INTRO_01_GOHAN	M55	intro	GOHAN	Briefing; intent before tactics	Three terminals, one five-minute window. The breach locks their escrow routes; the final authorization is still at Maze Bank.
M55_SCENE_INTRO_02_ICE	M55	intro	ICE	Briefing; intent before tactics	Nobody changes the timing alone. I've done enough keeping you two in the dark.
M55_SCENE_OUTRO_01_GUESS	M55	outro	GUESS	Reflective; allow the response to land	Three terminals hit. Their ground units are coming down the river to cut our escape corridors.
M55_SCENE_OUTRO_02_GOHAN	M55	outro	GOHAN	Reflective; allow the response to land	Escrow constrained, not cashed out. We still need the master authorization. First we keep a road out of town open.
M56_SCENE_INTRO_01_GUESS	M56	intro	GUESS	Briefing; intent before tactics	The canal is part of the final escape route. Aegis armor is trying to turn it into a sealed trench.
M56_SCENE_INTRO_02_ICE	M56	intro	ICE	Briefing; intent before tactics	I'll clear the guns facing your cab. You tell me when we have enough room to leave. We don't have to own the river.
M56_SCENE_OUTRO_01_GOHAN	M56	outro	GOHAN	Reflective; allow the response to land	Canal route survives. Their coastal gunships are hunting the boats next. If they close the water, the road ends nowhere.
M56_SCENE_OUTRO_02_GUESS	M56	outro	GUESS	Reflective; allow the response to land	Then we defend the water exit too. I'm planning for a broken aircraft, not just a beautiful takeoff.
M57_SCENE_INTRO_01_GUESS	M57	intro	GUESS	Briefing; intent before tactics	Those gunships are searching our extraction waters. Clear their patrol pattern and we keep a fallback off the coast.
M57_SCENE_INTRO_02_ICE	M57	intro	ICE	Briefing; intent before tactics	You had exits planned for us before we ever asked. Keep doing that.
M57_SCENE_OUTRO_01_GOHAN	M57	outro	GOHAN	Reflective; allow the response to land	The water route is breathing again. Cifuentes remnants are regrouping in Mirror Park. They can still hunt our families.
M57_SCENE_OUTRO_02_GUESS	M57	outro	GUESS	Reflective; allow the response to land	We break their local command. We don't start calling everybody on that street cartel.
M58_SCENE_INTRO_01_ICE	M58	intro	ICE	Briefing; intent before tactics	Mirror Park holds the cartel's remaining local command. Leaving it intact means leaving someone paid to keep finding us.
M58_SCENE_INTRO_02_GOHAN	M58	intro	GOHAN	Briefing; intent before tactics	Separate the house from the neighborhood. Davis taught all of us what happens when people stop making that distinction.
M58_SCENE_OUTRO_01_GOHAN	M58	outro	GOHAN	Reflective; allow the response to land	Their command is broken. Now the rig recordings can go public without that crew intercepting the broadcast route.
M58_SCENE_OUTRO_02_GUESS	M58	outro	GUESS	Reflective; allow the response to land	Send the proof, including the parts that don't flatter us. If we choose what people can know, we're doing their job.
M59_SCENE_INTRO_01_GOHAN	M59	intro	GOHAN	Briefing; intent before tactics	The rig ledger and bribery recordings can show how Aegis bought this war. I'm sending copies beyond a single station.
M59_SCENE_INTRO_02_ICE	M59	intro	ICE	Briefing; intent before tactics	Publish what we can substantiate. Let people see the difference between evidence and something I shouted after a gunfight.
M59_SCENE_OUTRO_01_GUESS	M59	outro	GUESS	Reflective; allow the response to land	They're moving on Davis. They heard the broadcast and they're going after the people who knew us before it.
M59_SCENE_OUTRO_02_ICE	M59	outro	ICE	Reflective; allow the response to land	Then the escape waits. We left those streets once without explaining ourselves. We don't abandon them under fire.
M60_SCENE_INTRO_01_ICE	M60	intro	ICE	Briefing; intent before tactics	Aegis is attacking Davis because of us. We hold their squads out long enough for neighbors to reach cover.
M60_SCENE_INTRO_02_GUESS	M60	intro	GUESS	Briefing; intent before tactics	This isn't our old playground with enemies painted on it. Follow the people who live here. They know who needs help.
M60_SCENE_OUTRO_01_GOHAN	M60	outro	GOHAN	Reflective; allow the response to land	The neighborhood held. That doesn't erase what we brought here. Keep the names of the people who helped us.
M60_SCENE_OUTRO_02_ICE	M60	outro	ICE	Reflective; allow the response to land	We finish their command network, then get their guns away from these streets. The wreck at Terminal may have the next link.
M61_SCENE_INTRO_01_GOHAN	M61	intro	GOHAN	Briefing; intent before tactics	The downed command gunship has a tactical server. Its orders can corroborate the broadcast and expose their evacuation route.
M61_SCENE_INTRO_02_ICE	M61	intro	ICE	Briefing; intent before tactics	Save the records before their demolition team destroys them. We need something that survives after we're gone.
M61_SCENE_OUTRO_01_GUESS	M61	outro	GUESS	Reflective; allow the response to land	Aegis is moving mainframes and cash on a coastal freight. Intercept that and their tower loses its last movable backup.
M61_SCENE_OUTRO_02_GOHAN	M61	outro	GOHAN	Reflective; allow the response to land	Copies go out before the next job. We aren't carrying the only proof into another firefight.
M62_SCENE_INTRO_01_GUESS	M62	intro	GUESS	Briefing; intent before tactics	The train is their evacuation route. Ice takes the server cars, Gohan covers the water, I handle the air pickup.
M62_SCENE_INTRO_02_ICE	M62	intro	ICE	Briefing; intent before tactics	We extract the evidence and each other. I don't stay on a train to win an argument with a turret.
M62_SCENE_OUTRO_01_GOHAN	M62	outro	GOHAN	Reflective; allow the response to land	Their mobile backup is secured. The tower still holds the master access. This time we know why we have to go inside.
M62_SCENE_OUTRO_02_GUESS	M62	outro	GUESS	Reflective; allow the response to land	And everybody knows the way back out. Say it before we touch that lobby.
M63_SCENE_INTRO_01_ICE	M63	intro	ICE	Briefing; intent before tactics	Maze Bank holds Aegis command and the master authorization. We break the ground barricade together before splitting inside.
M63_SCENE_INTRO_02_GOHAN	M63	intro	GOHAN	Briefing; intent before tactics	The broadcast is already beyond this building. Burning a server here can't take the truth back from everybody else.
M63_SCENE_OUTRO_01_GUESS	M63	outro	GUESS	Reflective; allow the response to land	Lobby breached. Elevators are unreliable and they're sealing the upper floors. We climb with a route behind us.
M63_SCENE_OUTRO_02_ICE	M63	outro	ICE	Reflective; allow the response to land	You two stop me if I start chasing Vance ahead of the plan. I mean it this time.
M64_SCENE_INTRO_01_GOHAN	M64	intro	GOHAN	Briefing; intent before tactics	Power is cut above us. The shafts and stairs are the route. Check the next landing before leaving the last one.
M64_SCENE_INTRO_02_GUESS	M64	intro	GUESS	Briefing; intent before tactics	Fifteen years apart, and I'd still rather climb forty floors of this with you two than do one alone.
M64_SCENE_OUTRO_01_ICE	M64	outro	ICE	Reflective; allow the response to land	Boardroom ahead. If Vance offers one of us a way out, the others hear the offer too.
M64_SCENE_OUTRO_02_GOHAN	M64	outro	GOHAN	Reflective; allow the response to land	And the answer. Nobody decides for the other two.
M65_SCENE_INTRO_01_ICE	M65	intro	ICE	Briefing; intent before tactics	Vance is behind that glass. We need his master authorization to finish the financial shutdown, not another speech about winning.
M65_SCENE_INTRO_02_GUESS	M65	intro	GUESS	Briefing; intent before tactics	Then get what we need and come back through this door. Whatever he knows about your past, he doesn't get your future.
M65_SCENE_OUTRO_01_GOHAN	M65	outro	GOHAN	Reflective; allow the response to land	Master access secured. The escrow transfer still needs a live route outside their tower. We move before the gunships pin us.
M65_SCENE_OUTRO_02_ICE	M65	outro	ICE	Reflective; allow the response to land	I thought seeing him fall would make it quiet. It didn't. Let's get out. I want to hear you two arguing in the truck.
M66_SCENE_INTRO_01_GUESS	M66	intro	GUESS	Briefing; intent before tactics	The roof is burning and the gunships own the landing pads. Check your chutes. Del Perro is the pickup.
M66_SCENE_INTRO_02_ICE	M66	intro	ICE	Briefing; intent before tactics	Nobody jumps until all three answer. No one earns an ending by staying on a roof alone.
M66_SCENE_OUTRO_01_GOHAN	M66	outro	GOHAN	Reflective; allow the response to land	We're off the tower. I still need a clean connection in the extraction truck to route the escrow beyond their reach.
M66_SCENE_OUTRO_02_GUESS	M66	outro	GUESS	Reflective; allow the response to land	Then I keep the truck moving. You've carried the file this far. You don't have to carry the road too.
M67_SCENE_INTRO_01_GOHAN	M67	intro	GOHAN	Briefing; intent before tactics	Maze Bank gave us authorization. From this truck I can route the rig's escrow into the accounts prepared for disappearance.
M67_SCENE_INTRO_02_ICE	M67	intro	ICE	Briefing; intent before tactics	Keep the evidence separate from the money. A payoff mustn't be the reason the record disappears.
M67_SCENE_OUTRO_01_GUESS	M67	outro	GUESS	Reflective; allow the response to land	Funds routed. Families first on the escape arrangements. The rest of us take the canal convoy to LSIA.
M67_SCENE_OUTRO_02_GOHAN	M67	outro	GOHAN	Reflective; allow the response to land	If this connection dies now, the copies still exist. For the first time, nobody has to save the only copy of me.
M68_SCENE_INTRO_01_GUESS	M68	intro	GUESS	Briefing; intent before tactics	The canal takes the loaded semi past their main roadblocks. We reach the airport, but the sea fallback stays ready.
M68_SCENE_INTRO_02_ICE	M68	intro	ICE	Briefing; intent before tactics	If the cargo stops us, we leave it. I'm saying it before I can see what it's worth.
M68_SCENE_OUTRO_01_GOHAN	M68	outro	GOHAN	Reflective; allow the response to land	Airport perimeter next. We can abandon equipment, not people. Keep counting three when the noise gets bad.
M68_SCENE_OUTRO_02_GUESS	M68	outro	GUESS	Reflective; allow the response to land	Three. I have been counting three since the dockyard. You finally started saying it back.
M69_SCENE_INTRO_01_ICE	M69	intro	ICE	Briefing; intent before tactics	The cargo plane is beyond the runway barricades. Clear the route without chasing anything that isn't between us and the ramp.
M69_SCENE_INTRO_02_GUESS	M69	intro	GUESS	Briefing; intent before tactics	The ocean launch and sub are the fallback. If the plane can't fly, we still have somewhere to go.
M69_SCENE_OUTRO_01_GOHAN	M69	outro	GOHAN	Reflective; allow the response to land	Nose gear's hit. Takeoff is gone. We hold the fuselage long enough to reach the water escape.
M69_SCENE_OUTRO_02_ICE	M69	outro	ICE	Reflective; allow the response to land	No last stand for a pile of gold. Guess, find us a path. Gohan, tell the boats we're coming.
M70_SCENE_INTRO_01_GUESS	M70	intro	GUESS	Briefing; intent before tactics	The engines still turn. We use the aircraft to reach the seawall, then abandon it for the boats and sub. No flying miracle.
M70_SCENE_INTRO_02_ICE	M70	intro	ICE	Briefing; intent before tactics	I hold the ramp until you call. Then I leave with you. Nobody has to drag me away from this one.
M70_SCENE_OUTRO_01_GOHAN	M70	outro	GOHAN	Reflective; allow the response to land	The copies are out. The money is routed. For once there's nothing on that burning machine we have to go back for.
M70_SCENE_OUTRO_02_GUESS	M70	outro	GUESS	Reflective; allow the response to land	Darius. Devin. Answer in words. I want to know who made it out.
M70_SCENE_OUTRO_03_ICE	M70	outro	ICE	Reflective; allow the response to land	Here. Wet. Fine.
M70_SCENE_OUTRO_04_GUESS	M70	outro	GUESS	Reflective; allow the response to land	Devin?
M70_SCENE_OUTRO_05_GOHAN	M70	outro	GOHAN	Reflective; allow the response to land	Hold on. The relay's still pinging and I want to know why.
M70_SCENE_OUTRO_06_GUESS	M70	outro	GUESS	Reflective; allow the response to land	Man's got a burning airplane behind him and he's already on a device. You gonna answer your phone tomorrow?
M70_SCENE_OUTRO_07_GOHAN	M70	outro	GOHAN	Reflective; allow the response to land	Probably.
M70_SCENE_OUTRO_08_ICE	M70	outro	ICE	Reflective; allow the response to land	That's a no.
M70_SCENE_OUTRO_09_GUESS	M70	outro	GUESS	Reflective; allow the response to land	Breakfast. Three seats. I'm driving.
M70_SCENE_OUTRO_10_GUESS	M70	outro	GUESS	Reflective; allow the response to land	Told y'all... Guess never misses an exit.
SM01_SCENE_INTRO_01_ICE	SM01	intro	ICE	Briefing; intent before tactics	Sergei sold me bad ammunition. I'll recover the proper crates alone. The crew needs a supply line we can trust.
SM01_SCENE_INTRO_02_GUESS	SM01	intro	GUESS	Briefing; intent before tactics	You can work alone without pretending you don't have anyone to call. Tell us when you're leaving the warehouse.
SM01_SCENE_OUTRO_01_ICE	SM01	outro	ICE	Reflective; allow the response to land	Crates secured. I'm clear. I almost switched the radio off out of habit. Thought you ought to know.
SM01_SCENE_OUTRO_02_GOHAN	SM01	outro	GOHAN	Reflective; allow the response to land	I heard you. That's enough for tonight. We'll check the ammunition together when you get back.
SM02_SCENE_INTRO_01_GOHAN	SM02	intro	GOHAN	Briefing; intent before tactics	The annex gives me municipal optical access for the drone work. One person can reach it quietly. That's why I'm going alone.
SM02_SCENE_INTRO_02_ICE	SM02	intro	ICE	Briefing; intent before tactics	Send the check-in time. You aren't asking permission. You're giving us a chance to notice if you need help.
SM02_SCENE_OUTRO_01_GOHAN	SM02	outro	GOHAN	Reflective; allow the response to land	The tap is live. The camera archive is open; that doesn't wipe the dock recording or a human witness.
SM02_SCENE_OUTRO_02_GUESS	SM02	outro	GUESS	Reflective; allow the response to land	And you're back on the radio. I like that part of the upgrade best.
SM03_SCENE_INTRO_01_KJ	SM03	intro	KJ	Briefing; intent before tactics	Guess, I checked the prize. Transmission and clutch are real. Marabunta's promise to race clean? I wouldn't put money on that.
SM03_SCENE_INTRO_02_GUESS	SM03	intro	GUESS	Briefing; intent before tactics	You got me a place on the grid, KJ. That's enough. Stay clear when it starts; I need my friend around after the finish.
SM03_SCENE_OUTRO_01_KJ	SM03	outro	KJ	Reflective; allow the response to land	I saw the guns. Prize is secured, but don't come back here tonight. Winning doesn't make those people good losers.
SM03_SCENE_OUTRO_02_GUESS	SM03	outro	GUESS	Reflective; allow the response to land	Thanks, KJ. For checking the deal, and for telling me when it's bad. I'll call when the parts get back to the crew.
SM04_SCENE_INTRO_01_ICE	SM04	intro	ICE	Briefing; intent before tactics	The quarry snipers are watching our desert routes. I'll work the ridge alone so they don't see a convoy coming.
SM04_SCENE_INTRO_02_GOHAN	SM04	intro	GOHAN	Briefing; intent before tactics	I can monitor your check-ins. Being quiet around them doesn't mean being silent with us.
SM04_SCENE_OUTRO_01_ICE	SM04	outro	ICE	Reflective; allow the response to land	Both nests cleared. Their radios give us a warning channel. I sent the frequencies to both of you.
SM04_SCENE_OUTRO_02_GUESS	SM04	outro	GUESS	Reflective; allow the response to land	Good. No single point of failure, including the man carrying the rifle.
SM05_SCENE_INTRO_01_GOHAN	SM05	intro	GOHAN	Briefing; intent before tactics	The swamp buoy can feed us military flight telemetry. I'll make the splice alone while its patrol passes.
SM05_SCENE_INTRO_02_GUESS	SM05	intro	GUESS	Briefing; intent before tactics	I'll keep a return window open. You don't have to use it to prove it was worth setting up.
SM05_SCENE_OUTRO_01_GOHAN	SM05	outro	GOHAN	Reflective; allow the response to land	Telemetry received. It supplements our recon; it doesn't tell us every pilot's next thought. I'm heading back.
SM05_SCENE_OUTRO_02_ICE	SM05	outro	ICE	Reflective; allow the response to land	Job's done. Come eat before Ron starts calling your phone again.
SM06_SCENE_INTRO_01_GUESS	SM06	intro	GUESS	Briefing; intent before tactics	McKenzie's aircraft need fuel. I'll take the tanker through Raton. Heavy truck, narrow route; nobody calls this a race.
SM06_SCENE_INTRO_02_ICE	SM06	intro	ICE	Briefing; intent before tactics	I won't. Call the location if the route closes. We can recover you even if we can't recover the fuel.
SM06_SCENE_OUTRO_01_GUESS	SM06	outro	GUESS	Reflective; allow the response to land	Tanker delivered. Blind corner past Raton. I backed off instead of sending it.
SM06_SCENE_OUTRO_02_GOHAN	SM06	outro	GOHAN	Reflective; allow the response to land	You actually slowed down.
SM06_SCENE_OUTRO_03_GUESS	SM06	outro	GUESS	Reflective; allow the response to land	Don't sound so surprised.
SM06_SCENE_OUTRO_04_GOHAN	SM06	outro	GOHAN	Reflective; allow the response to land	I am.
SM07_SCENE_INTRO_01_ICE	SM07	intro	ICE	Briefing; intent before tactics	Sterling sold out my unit. He's at Aegis now. I'm going after him for myself, and I won't hide that behind the campaign.
