key	x	y	z	heading	kind	status	district_hint
M05.Chase4	3000	-1200	0	0	water	estimate	Pacific Ocean, offshore chase water route; CodeWalker segment audit
M05.Chase5	3250	-1600	0	0	water	estimate	Pacific Ocean, offshore chase water route; CodeWalker segment audit
M05.Chase6	3250	-1050	0	0	water	estimate	Pacific Ocean, offshore chase water route; CodeWalker segment audit
M05.Chase7	2750	-1150	0	0	water	estimate	Pacific Ocean, offshore chase water route; CodeWalker segment audit
M12.KrakenSpawn	1120.000	-3360.000	0.000	180	water	estimate	Terminal / KrakenSpawn; map preflight, live survey pending
M12.KrakenReturn	1120.000	-3360.000	0.000	180	water	estimate	Terminal / KrakenReturn; map preflight, live survey pending
M12.GuessStart	1132.000	-3334.000	5.000	180	land	estimate	Terminal / GuessStart; map preflight, live survey pending
M12.PatrolSpawn1	1060.000	-3400.000	0.000	90	water	estimate	Terminal / PatrolSpawn1; map preflight, live survey pending
M12.PatrolRoute1	1060.000	-3440.000	0.000	180	water	estimate	Pacific Ocean / PatrolRoute1; map preflight, live survey pending
M12.PatrolSpawn2	1180.000	-3400.000	0.000	90	water	estimate	Terminal / PatrolSpawn2; map preflight, live survey pending
M12.PatrolRoute2	1180.000	-3440.000	0.000	180	water	estimate	Pacific Ocean / PatrolRoute2; map preflight, live survey pending
M13.Watchman1	-962.000	-1506.000	5.170	180	land	estimate	La Puerta / Watchman1; map preflight, live survey pending
M13.Watchman2	-953.000	-1506.000	5.170	180	land	estimate	La Puerta / Watchman2; map preflight, live survey pending
M13.Watchman3	-944.000	-1506.000	5.170	180	land	estimate	La Puerta / Watchman3; map preflight, live survey pending
M14.ApronGuard1	1710.000	3266.000	41.000	300	land	estimate	Grand Senora Desert / ApronGuard1; map preflight, live survey pending
M14.ApronGuard2	1715.000	3266.000	41.000	300	land	estimate	Grand Senora Desert / ApronGuard2; map preflight, live survey pending
M14.ApronGuard3	1720.000	3266.000	41.000	300	land	estimate	Grand Senora Desert / ApronGuard3; map preflight, live survey pending
M14.ApronGuard4	1725.000	3266.000	41.000	300	land	estimate	Grand Senora Desert / ApronGuard4; map preflight, live survey pending
M14.ApronGuard5	1730.000	3266.000	41.000	300	land	estimate	Grand Senora Desert / ApronGuard5; map preflight, live survey pending
M14.HangarGuard1	1720	3310	41.223	220	land	estimate	Grand Senora Desert / HangarGuard1; map preflight, live survey pending
M14.HangarGuard2	1730	3320	41.223	220	land	estimate	Grand Senora Desert / HangarGuard2; map preflight, live survey pending
M14.HangarGuard3	1740	3310	41.223	220	land	estimate	Grand Senora Desert / HangarGuard3; map preflight, live survey pending
M14.GuessStart	1720.000	3230.000	41.000	0	land	estimate	Grand Senora Desert / GuessStart; map preflight, live survey pending
M14.GohanStart	1655.000	3180.000	43.600	0	land	estimate	Grand Senora Desert / GohanStart; map preflight, live survey pending
M14.GrangerSpawn	1630.000	3166.000	43.000	0	land	estimate	Grand Senora Desert / GrangerSpawn; map preflight, live survey pending
M15.ServiceOffice	1142.000	-3105.000	5.900	0	land	estimate	Terminal / ServiceOffice; map preflight, live survey pending
M15.Cabinet	1142.000	-3102.400	5.900	0	land	estimate	Terminal / Cabinet; map preflight, live survey pending
M15.IceStart	1084.160	-3035.120	5.530	356.5	land	estimate	User requested arrival/extraction; underlying map floor 4.901m
M15.GrangerSpawn	1084.160	-3035.120	5.530	356.5	land	estimate	User requested arrival/extraction; underlying map floor 4.901m
M15.Watchman1	1116.000	-3108.000	5.900	180	land	estimate	Offline collision checked; live survey pending
M15.Watchman2	1156.000	-3124.000	5.900	180	land	estimate	Offline collision checked; live survey pending
M15.Watchman3	1132.000	-3140.000	5.900	180	land	estimate	Offline collision checked; live survey pending
M16.GrangerSpawn	-2626.000	2852.250	16.678	350	land	estimate	Lago Zancudo / GrangerSpawn; map preflight, live survey pending
M16.Marine1	-2160.000	3227.000	32.810	180	land	estimate	Offline collision checked; live survey pending
M16.Marine2	-2160.000	3234.000	32.810	180	land	estimate	Offline collision checked; live survey pending
M16.Marine3	-2153.000	3227.000	32.810	180	land	estimate	Offline collision checked; live survey pending
M16.Marine4	-2146.000	3220.000	32.810	180	land	estimate	Offline collision checked; live survey pending
M16.Marine5	-2132.000	3220.000	32.810	180	land	estimate	Offline collision checked; live survey pending
M16.Marine6	-2097.000	3227.000	32.810	180	land	estimate	Offline collision checked; live survey pending
M17.KrakenSpawn	100.000	-2970.000	0.000	0	water	estimate	Elysian Island / KrakenSpawn; map preflight, live survey pending
M17.ReleasePoint	166	-2976	5.89	90	land	estimate	Elysian Island / ReleasePoint; map preflight, live survey pending
M17.GuessStart	166.000	-2980.000	5.914	270	land	estimate	Elysian Island / GuessStart; map preflight, live survey pending
M17.GohanStart	171.000	-2958.000	5.914	180	land	estimate	Elysian Island / GohanStart; map preflight, live survey pending
M17.IceStart	173.000	-2990.000	5.914	270	land	estimate	Elysian Island / IceStart; map preflight, live survey pending
M17.GearSpawn	171.000	-2990.000	5.914	0	land	estimate	Elysian Island / GearSpawn; map preflight, live survey pending
M18.KrakenSpawn	1000.000	-3380.000	0.000	270	water	estimate	Terminal / KrakenSpawn; map preflight, live survey pending
M18.CargobobSpawn	1040	-3060	5.9	90	land	estimate	Terminal / CargobobSpawn; map preflight, live survey pending
M18.HaulerSpawn	1040.000	-2930.000	5.901	180	land	estimate	Offline collision checked; live survey pending
M18.LauncherWork	1094	-3233	5.9	90	land	estimate	Terminal / LauncherWork; map preflight, live survey pending
M18.LauncherCrate	1095	-3233	5.9	90	land	estimate	Terminal / LauncherCrate; map preflight, live survey pending
M18.PodWork	1060	-3205	5.9	180	land	estimate	Terminal / PodWork; map preflight, live survey pending
M18.PodCrate	1061	-3205	5.9	180	land	estimate	Terminal / PodCrate; map preflight, live survey pending
M31.Senora.Start	841	2964	44.846	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.IceStart	841	2964	44.846	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.GohanStart	860	2998	42.285	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.GuessStart	846	2956	46.619	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.CrewCar	846	2956	46.619	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Generator	862.5	2998	42.348	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.GeneratorWork	860	2998	42.285	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Barrier1	840	2970	44.57	90	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Barrier2	868	2982	44.828	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Barrier3	850	3020	41.009	90	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Retreat	868	3078	39.729	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Convoy1	868	3091.75	39.699	180	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Convoy2	871.75	2853	56.528	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Work1	843	2970	43.737	90	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Charge1	840	2969	44.654	90	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Work2	871	2982	44.271	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Charge2	868	2981	44.841	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Work3	853	3020	40.475	90	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M31.Senora.Charge3	850	3019	41.367	90	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M32.Start	-2770	2498	1.801	0	land	estimate	Offline support checked; live survey pending
M32.IceStart	-2760	2540	1.77	0	land	estimate	Offline support checked; live survey pending
M32.GohanStart	-2760	2500	1.734	0	land	estimate	Offline support checked; live survey pending
M32.GuessStart	-2770	2498.25	1.797	0	land	estimate	Offline support checked; live survey pending
M32.CrewCar	-2770	2498.25	1.797	0	land	estimate	Offline support checked; live survey pending
M32.Panel	-2773	2526	1.8	0	land	estimate	Offline support checked; live survey pending
M32.PanelWork	-2770	2526	1.791	0	land	estimate	Offline support checked; live survey pending
M32.Gate	-2754	2714	1.405	90	land	estimate	Offline support checked; live survey pending
M32.Office	-2767	2738	1.404	0	land	estimate	Offline support checked; live survey pending
M32.CaseOne	-2762	2728	1.741	0	land	estimate	Offline support checked; live survey pending
M32.CaseTwo	-2756	2728	1.721	0	land	estimate	Offline support checked; live survey pending
M32.Pickup	-2754.75	2741	1.435	0	land	estimate	Offline support checked; live survey pending
M32.Guard1	-2762	2716	1.345	0	land	estimate	Offline support checked; live survey pending
M32.Guard2	-2748	2722	1.052	0	land	estimate	Offline support checked; live survey pending
M32.Guard3	-2746	2745	1.294	0	land	estimate	Offline support checked; live survey pending
M32.Guard4	-2774	2750	0.595	0	land	estimate	Offline support checked; live survey pending
M32.Response	-2746	2828.5	1.373	180	land	estimate	Offline support checked; live survey pending
M32.Exit	-2662	2609	15.759	0	land	estimate	Offline support checked; live survey pending
M32.Senora.Delivery	858	2968	45.403	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M32.Senora.Workbench	863	2980	44.527	90	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M32.Boat	-2960	2620	0	120	water	estimate	Offline support checked; live survey pending
M32.LandingWater	-2840	2540	0	90	water	estimate	Offline support checked; live survey pending
M33.Start	2440	3180	45.16	0	land	estimate	Offline support checked; live survey pending
M33.IceStart	2440	3180	45.16	0	land	estimate	Offline support checked; live survey pending
M33.GohanStart	2460	3200	48.037	0	land	estimate	Offline support checked; live survey pending
M33.GuessStart	2472	3209	49.027	0	land	estimate	Offline support checked; live survey pending
M33.CrewCar	2472	3209	49.027	270	land	estimate	Offline support checked; live survey pending
M33.Ramos	2575	3270	50.733	180	land	estimate	Offline support checked; live survey pending
M33.Observe	2530	3225	50.703	0	land	estimate	Offline support checked; live survey pending
M33.Pickup	2571.75	3262	50.969	90	land	estimate	Offline support checked; live survey pending
M33.Guard1	2568	3254	51.706	0	land	estimate	Offline support checked; live survey pending
M33.Guard2	2582	3257	51.678	0	land	estimate	Offline support checked; live survey pending
M33.Guard3	2585	3275	51.431	0	land	estimate	Offline support checked; live survey pending
M33.Guard4	2564	3280	50.735	0	land	estimate	Offline support checked; live survey pending
M33.Response	2621.25	3268.75	54.331	90	land	estimate	Offline support checked; live survey pending
M33.Transfer	2137.25	1883.5	93.41	270	land	estimate	Offline support checked; live survey pending
M33.Halftrack	2137.25	1898.5	93.719	0	land	estimate	Offline support checked; live survey pending
M34.Start	2137.25	1898.5	93.719	0	land	estimate	Offline support checked; live survey pending
M34.IceStart	2137.25	1898.5	93.719	0	land	estimate	Offline support checked; live survey pending
M34.GohanStart	2137.25	1883.5	93.41	0	land	estimate	Offline support checked; live survey pending
M34.GuessStart	2137.25	1898.5	93.719	0	land	estimate	Offline support checked; live survey pending
M34.Halftrack	2137.25	1898.5	93.719	0	land	estimate	Offline support checked; live survey pending
M34.Ramos	2140	1898.5	94.035	0	land	estimate	Offline support checked; live survey pending
M34.CrewCar	2137.25	1883.5	93.41	0	land	estimate	Offline support checked; live survey pending
M34.Route1	2163.75	1982.75	93.111	0	land	estimate	Offline support checked; live survey pending
M34.Route2	2168.75	2120.75	124.488	0	land	estimate	Offline support checked; live survey pending
M34.Route3	2148.5	2253.5	106.515	0	land	estimate	Offline support checked; live survey pending
M34.Exit	2152.5	2355.25	107.756	0	land	estimate	Offline support checked; live survey pending
M34.Response1	2031.5	1841.5	94.556	270	land	estimate	Offline support checked; live survey pending
M34.Response2	2013.5	2111	92.625	270	land	estimate	Offline support checked; live survey pending
M34.BarrierRoad1	2163.75	1982.75	93.111	90	land	estimate	Offline support checked; live survey pending
M34.BarrierPark1	2169.75	1982.75	93.237	0	land	estimate	Offline support checked; live survey pending
M34.BarrierRoad2	2148.5	2253.5	106.515	90	land	estimate	Offline support checked; live survey pending
M34.BarrierPark2	2154.5	2253.5	106.29	0	land	estimate	Offline support checked; live survey pending
M34.Senora.Shelter	858	2968	45.403	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M34.Senora.MedicalKit	866	2980	44.901	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M34.Senora.MedicalWork	864	2980	44.675	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M35.Start	2942	4356.25	50.862	0	land	estimate	Offline support checked; live survey pending
M35.IceStart	2942	4356.25	50.862	0	land	estimate	Offline support checked; live survey pending
M35.GohanStart	2942	4390	49.649	0	land	estimate	Offline support checked; live survey pending
M35.GuessStart	2933.75	4456.5	46.528	0	land	estimate	Offline support checked; live survey pending
M35.CrewCar	2933.75	4456.5	46.528	0	land	estimate	Offline support checked; live survey pending
M35.Table	2942	4390	49.649	0	land	estimate	Offline support checked; live survey pending
M35.DeviceWork	2940	4390	49.437	0	land	estimate	Offline support checked; live survey pending
M35.Charge1	2974	4494	46.157	0	land	estimate	Offline support checked; live survey pending
M35.Charge2	2975	4500	46.5	0	land	estimate	Offline support checked; live survey pending
M35.ChargeWork1	2970	4494	46.032	0	land	estimate	Offline support checked; live survey pending
M35.ChargeWork2	2971	4500	46.341	0	land	estimate	Offline support checked; live survey pending
M35.BlockExit	2977	4452	46.4	180	land	estimate	South end of the kill zone; live survey pending
M35.LeadSpawn	2976.25	4636.5	51.908	180	land	estimate	Offline support checked; live survey pending
M35.TechnicalSpawn	2974.5	4710	48.749	180	land	estimate	Offline support checked; live survey pending
M35.TechnicalHold	2982.5	4564.75	51.159	180	land	estimate	Offline support checked; live survey pending
M35.Trap	2975	4494	46.187	0	land	estimate	Offline support checked; live survey pending
M35.Senora.Delivery	858	2968	45.403	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M35.IceCover	2956	4470	46.0	70	land	estimate	Cover with a line on the trap; live survey pending
M36.Start	-1600	5240	3.069	0	land	estimate	Offline collision/water checked; live survey pending
M36.IceStart	-1600	5240	3.069	0	land	estimate	Offline collision/water checked; live survey pending
M36.GohanStart	-1600	5235	3.059	0	land	estimate	Offline collision/water checked; live survey pending
M36.GuessStart	-1590	5210	3.065	0	land	estimate	Offline collision/water checked; live survey pending
M39.Start	-1600	5240	3.069	0	land	estimate	Offline collision/water checked; live survey pending
M39.IceStart	-1600	5240	3.069	0	land	estimate	Offline collision/water checked; live survey pending
M39.GohanStart	-1600	5235	3.059	0	land	estimate	Offline collision/water checked; live survey pending
M39.GuessStart	-1590	5210	3.065	0	land	estimate	Offline collision/water checked; live survey pending
M40.Start	-1600	5240	3.069	0	land	estimate	Offline collision/water checked; live survey pending
M40.IceStart	-1600	5240	3.069	0	land	estimate	Offline collision/water checked; live survey pending
M40.GohanStart	-1600	5235	3.059	0	land	estimate	Offline collision/water checked; live survey pending
M40.GuessStart	-1590	5210	3.065	0	land	estimate	Offline collision/water checked; live survey pending
M36.Sub	-1680	5240	0	0	water	estimate	Offline collision/water checked; live survey pending
M36.Boat	-1640	5240	0	0	water	estimate	Offline collision/water checked; live survey pending
M36.Survey1	-1680	5280	-8.849	0	water	estimate	Offline collision/water checked; live survey pending
M36.Survey2	-1720	5280	-12.272	0	water	estimate	Offline collision/water checked; live survey pending
M36.Survey3	-1800	5360	-12.589	0	water	estimate	Offline collision/water checked; live survey pending
M36.Scan1	-1680	5280	-4.4	0	water	estimate	Offline collision/water checked; live survey pending
M36.Scan2	-1720	5280	-7.8	0	water	estimate	Offline collision/water checked; live survey pending
M36.Scan3	-1800	5360	-8.1	0	water	estimate	Offline collision/water checked; live survey pending
M36.Patrol	-1720	5400	0	0	water	estimate	Offline collision/water checked; live survey pending
M36.PatrolGoal	-1640	5240	0	0	water	estimate	Offline collision/water checked; live survey pending
M36.AlternatePickup	-1680	5160	0	0	water	estimate	Offline collision/water checked; live survey pending
M37.Start	2065	4750	40.638	0	land	estimate	Offline collision/water checked; live survey pending
M37.GuessStart	2065	4750	40.638	0	land	estimate	Offline collision/water checked; live survey pending
M37.IceStart	2000	4780	40.762	0	land	estimate	Offline collision/water checked; live survey pending
M37.GohanStart	1740	3260	40.392	0	land	estimate	Offline collision/water checked; live survey pending
M37.Duster1	2060	4770	40.448	110	land	estimate	Offline collision/water checked; live survey pending
M37.Duster2	2030	4760	40.14	110	land	estimate	Offline collision/water checked; live survey pending
M37.Land1	1710	3250	40.116	105	land	estimate	Offline collision/water checked; live survey pending
M37.Land2	1730	3270	40.211	105	land	estimate	Offline collision/water checked; live survey pending
M37.Observe	2008	4760	40.209	0	land	estimate	Offline collision/water checked; live survey pending
M37.Guard1	2020	4750	40.363	0	land	estimate	Offline collision/water checked; live survey pending
M37.Guard2	2035	4745	40.415	0	land	estimate	Offline collision/water checked; live survey pending
M37.Guard3	2048	4758	40.298	0	land	estimate	Offline collision/water checked; live survey pending
M38.Start	2970	2760	41.972	0	land	estimate	Offline collision/water checked; live survey pending
M38.IceStart	2970	2760	41.972	0	land	estimate	Offline collision/water checked; live survey pending
M38.GohanStart	2965	2770	38.555	0	land	estimate	Offline collision/water checked; live survey pending
M38.GuessStart	2947	2747	42.488	0	land	estimate	Offline collision/water checked; live survey pending
M38.Hauler	2947	2747	42.488	0	land	estimate	Offline collision/water checked; live survey pending
M38.Load	2940	2790	39.253	0	land	estimate	Offline collision/water checked; live survey pending
M38.Cabinet	2954	2782	39.791	0	land	estimate	Offline collision/water checked; live survey pending
M38.CabinetWork	2954	2780	39.405	0	land	estimate	Offline collision/water checked; live survey pending
M38.Guard1	2942	2795	39.653	0	land	estimate	Offline collision/water checked; live survey pending
M38.Guard2	2935	2785	38.638	0	land	estimate	Offline collision/water checked; live survey pending
M38.Guard3	2950	2790	40.211	0	land	estimate	Offline collision/water checked; live survey pending
M38.Guard4	2955	2770	37.972	0	land	estimate	Offline collision/water checked; live survey pending
M38.Response	2905	2817	53.048	90	land	estimate	Offline collision/water checked; live survey pending
M38.Exit	2700	2770	38.042	0	land	estimate	Offline collision/water checked; live survey pending
M38.Senora.Delivery	858	2968	45.403	0	land	estimate	Grand Senora Desert bunker - installed Enhanced collision checked; live survey pending
M38.Crate1	2952.0	2778	38.684	0	land	estimate	Offline collision/water checked; live survey pending
M38.Crate2	2953.2	2778	38.857	0	land	estimate	Offline collision/water checked; live survey pending
M38.Crate3	2954.4	2778	39.098	0	land	estimate	Offline collision/water checked; live survey pending
M38.Crate4	2955.6	2778	39.296	0	land	estimate	Offline collision/water checked; live survey pending
M39.Sub	-1680	5240	0	0	water	estimate	Offline collision/water checked; live survey pending
M39.Boat	-1640	5240	0	0	water	estimate	Offline collision/water checked; live survey pending
M39.Route1	-1720	5280	-6	0	water	estimate	Offline collision/water checked; live survey pending
M39.Route2	-1800	5360	-6	0	water	estimate	Offline collision/water checked; live survey pending
M39.Junction	-1850	5520	-11.312	0	water	estimate	Offline collision/water checked; live survey pending
M39.CutterWork	-1850	5520	-6.8	0	water	estimate	Offline collision/water checked; live survey pending
M39.Return	-1680	5240	0	0	water	estimate	Offline collision/water checked; live survey pending
M39.Guard1	-1595	5220	3.048	0	land	estimate	Offline collision/water checked; live survey pending
M39.Guard2	-1590	5210	3.065	0	land	estimate	Offline collision/water checked; live survey pending
M39.Guard3	-1595	5210	3.401	0	land	estimate	Offline collision/water checked; live survey pending
M39.Guard4	-1590	5210	3.065	0	land	estimate	Offline collision/water checked; live survey pending
M40.Kit1	-1603	5238	3.059	0	land	estimate	Offline collision/water checked; live survey pending
M40.Kit2	-1595	5220	3.048	0	land	estimate	Offline collision/water checked; live survey pending
M40.Nav	-1600	5230	3.167	0	land	estimate	Offline collision/water checked; live survey pending
M40.NavWork	-1600	5232	3.059	0	land	estimate	Offline collision/water checked; live survey pending
M40.Boat1	-1611	5269	0	0	water	estimate	Alongside verified dock moorings; live survey pending
M40.Boat2	-1621	5266	0	0	water	estimate	Alongside verified dock moorings; live survey pending
M40.Target1	-1660	5240	0	0	water	estimate	Offline collision/water checked; live survey pending
M40.Target2	-1660	5280	0	0	water	estimate	Offline collision/water checked; live survey pending
M40.Trial1	-1740	5190	0	0	water	estimate	Offline collision/water checked; live survey pending
M40.Trial2	-1740	5260	0	0	water	estimate	Offline collision/water checked; live survey pending
M40.Return1	-1611	5269	0	0	water	estimate	Alongside verified dock moorings; live survey pending
M40.Return2	-1621	5266	0	0	water	estimate	Alongside verified dock moorings; live survey pending
M41.Start	-740	5740	18.308	0	land	estimate	Offline map checked; live survey pending
M41.IceStart	-740	5740	18.308	0	land	estimate	Offline map checked; live survey pending
M41.Observe	-740	5800	16.68	0	land	estimate	Offline map checked; live survey pending
M41.Bradley	-680	5780	16.331	0	land	estimate	Offline map checked; live survey pending
M41.Worker	-680	5785	16.331	0	land	estimate	Offline map checked; live survey pending
M41.Meeting	-680	5800	16.331	0	land	estimate	Offline map checked; live survey pending
M41.GuessStart	-740	5760	17.61	0	land	estimate	Offline map checked; live survey pending
M41.GohanStart	-740	5760	17.61	0	land	estimate	Offline map checked; live survey pending
M41.Pickup	-735.25	5755.75	17.719	40	land	estimate	Offline map checked; live survey pending
M41.EscapeCar	-687	5865.5	15.813	0	land	estimate	Offline map checked; live survey pending
M41.EscapeEnd	-426	6043	30.361	0	land	estimate	Offline map checked; live survey pending
M41.Exit	-426	6043	30.361	0	land	estimate	Offline map checked; live survey pending
M41.Guard1	-660	5820	16.331	0	land	estimate	Offline map checked; live survey pending
M41.Guard2	-700	5780	16.33	0	land	estimate	Offline map checked; live survey pending
M42.Start	-1600	5240	3.069	0	land	estimate	Offline map checked; live survey pending
M42.GohanStart	-1600	5240	3.069	0	land	estimate	Offline map checked; live survey pending
M42.IceStart	-1590	5210	3.065	0	land	estimate	Offline map checked; live survey pending
M42.GuessStart	-1595	5220	3.048	0	land	estimate	Offline map checked; live survey pending
M43.Start	-1600	5240	3.069	0	land	estimate	Offline map checked; live survey pending
M43.GohanStart	-1600	5240	3.069	0	land	estimate	Offline map checked; live survey pending
M43.IceStart	-1590	5210	3.065	0	land	estimate	Offline map checked; live survey pending
M43.GuessStart	-1595	5220	3.048	0	land	estimate	Offline map checked; live survey pending
M42.Titan	-3500	4600	260	312	air	estimate	Offline map checked; live survey pending
M42.Drop	-2400	5600	0	0	water	estimate	Offline map checked; live survey pending
M42.Delivery	-1680	5240	0	0	water	estimate	Offline map checked; live survey pending
M42.Hold	-3200	5650	280	0	air	estimate	Offline map checked; live survey pending
M43.Sub	-1680	5240	0	0	water	estimate	Offline map checked; live survey pending
M43.SubReady	-1850	5520	0	0	water	estimate	Offline map checked; live survey pending
M43.Boat	-1640	5280	0	0	water	estimate	Offline map checked; live survey pending
M43.BoatReady	-1740	5390	0	0	water	estimate	Offline map checked; live survey pending
M43.Helicopter	1710	3250	40.116	105	land	estimate	Offline map checked; live survey pending
M43.Land	-210	6530	10.098	0	land	estimate	Offline map checked; live survey pending
M43.ShoreCar	-220	6550	9.578	180	land	estimate	Offline map checked; live survey pending
M43.Board	-200	6560	10.025	0	land	estimate	Offline map checked; live survey pending
M43.BoardWork	-203	6560	10.136	0	land	estimate	Offline map checked; live survey pending
SM01.Guard1	997.690	-3008.790	5.900	258.8	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Guard2	1001.850	-3004.960	5.900	164.2	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Guard3	1027.460	-3011.270	5.900	108	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Guard4	1022.500	-3007.850	5.900	108.4	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Guard5	1014.570	-3006.850	5.900	178.5	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM01.Guard6	1008.090	-3006.200	5.900	162.4	land	surveyed	Terminal Island; Ron's in-game placement, September 13, 2026 (the loading lane and the yard north of it)
SM02.StairEntry	-1091.000	-263.500	37.620	0	land	estimate	Lifeinvader service-side doorway; near roof access XY, not arrival; live door alignment pending
SM02.Guard1	-1074.000	-250.000	57.922	90	land	estimate	Offline collision checked; live survey pending
SM02.Guard2	-1078.000	-246.000	57.922	0	land	estimate	Offline collision checked; live survey pending
M16.TankEntry1	-2285.000	3170.000	32.800	90	land	estimate	Road-resolved armor approach; vehicle clearance checked at runtime
M16.TankEntry2	-2180.000	3100.000	32.800	0	land	estimate	Road-resolved armor approach; vehicle clearance checked at runtime
M13.AlarmSpawn2	-960.000	-1660.000	0.000	315	water	estimate	La Puerta channel; water and seabed sampled; runtime full-hull clearance
SM03.RivalGrid1	561.741	-1704.342	29.013	51.66665989090137	land	estimate	Grid behind player on start street
SM03.RivalGrid2	567.232	-1708.683	29.013	51.66665989090137	land	estimate	Grid behind player on start street
SM03.Leg01	226.250	-1190.500	28.913	0	land	estimate	Strawberry / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg02	477.750	-488.250	27.881	0	land	estimate	Vinewood / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg03	711.500	-140.500	50.538	0	land	estimate	East Vinewood / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg04	1065.250	345.250	83.006	0	land	estimate	Vinewood Hills / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg05	1533.750	879.000	76.975	0	land	estimate	Vinewood Hills / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg06	1707.750	1465.250	84.850	0	land	estimate	Grand Senora Desert / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg07	1821.750	2035.500	74.881	0	land	estimate	Grand Senora Desert / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg08	2105.250	2651.750	50.788	0	land	estimate	Grand Senora Desert / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
SM03.Leg09	2499.250	3023.000	41.819	0	land	estimate	Grand Senora Desert / one gate of KJ's northbound sprint; the corridor is the shortest chain through the road-graph positions the old 278-gate route wandered over, and each gate is snapped to the nearest vehicle node at runtime, so the authored height is a seed rather than a lane
